sale_id,listing_id,customer_id,agent_id,sale_date,sold_price,commission_rate,commission_value,payment_status
S000645,LST-00645,C016544,A2286,10/24/2024,9355081,0.028,261942,Paid
S000647,LST-00647,C030844,A3484,4/20/2024,19022824,0.028,532639,Paid
S000648,LST-00648,C041363,A2115,10/11/2024,4524149,0.028,126676,Paid
S000650,LST-00650,C049058,A1590,10/3/2024,10863792,0.028,304186,Paid
S000652,LST-00652,C022655,A0927,3/28/2024,25415039,0.022,559131,Paid
S000653,LST-00653,C016733,A0839,2/28/2024,17066857,0.022,375471,Paid
S000655,LST-00655,C048628,A1890,4/8/2024,5505766,0.028,154161,Paid
S000657,LST-00657,C008221,A1457,7/27/2024,18616656,0.025,465416,Paid
S000660,LST-00660,C044459,A0521,10/9/2024,10733458,0.028,300537,Paid
S000661,LST-00661,C031420,A1982,8/16/2024,19433774,0.028,544146,Paid
S000662,LST-00662,C000697,A3428,10/14/2024,5973723,0.028,167264,Paid
S000665,LST-00665,C048815,A1054,4/26/2024,8465151,0.028,237024,Paid
S000666,LST-00666,C003781,A2805,10/10/2024,13951064,0.028,390630,Paid
S000670,LST-00670,C025122,A3371,9/1/2024,4013560,0.028,112380,Paid
S000671,LST-00671,C009480,A1907,10/21/2024,26789276,0.025,669732,Paid
S000672,LST-00672,C001849,A3488,4/18/2024,20704818,0.028,579735,Paid
S000673,LST-00673,C024683,A0751,8/23/2024,12742342,0.028,356786,Paid
S000674,LST-00674,C027975,A3031,8/18/2024,5435703,0.028,152200,Paid
S000679,LST-00679,C038644,A2885,9/17/2024,25775743,0.025,644394,Paid
S000680,LST-00680,C018488,A0824,4/21/2024,10047846,0.028,281340,Paid
S000681,LST-00681,C029238,A2429,9/22/2024,8429072,0.028,236014,Paid
S000684,LST-00684,C049381,A1624,10/10/2024,4774944,0.028,133698,Paid
S000685,LST-00685,C002566,A3103,10/19/2024,1174993,0.022,25850,Paid
S000686,LST-00686,C020160,A3319,10/31/2024,8157918,0.028,228422,Paid
S000687,LST-00687,C022876,A3168,2/2/2024,16466648,0.022,362266,Paid
S000688,LST-00688,C038171,A1028,3/27/2024,8568081,0.022,188498,Paid
S000691,LST-00691,C014013,A1701,4/10/2024,1909722,0.028,53472,Paid
S000692,LST-00692,C043108,A2301,10/7/2024,35879561,0.022,789350,Paid
S000695,LST-00695,C029018,A3535,4/17/2024,6690300,0.028,187328,Paid
S000697,LST-00697,C017416,A2196,9/8/2024,9731529,0.028,272483,Paid
S000700,LST-00700,C013380,A3421,2/8/2024,59138715,0.022,1301052,Paid
S000701,LST-00701,C044352,A1702,8/1/2024,8209789,0.028,229874,Paid
S000702,LST-00702,C043450,A0208,8/15/2024,13717689,0.028,384095,Paid
S000703,LST-00703,C045893,A0490,8/22/2024,7607291,0.028,213004,Paid
S000704,LST-00704,C022337,A2989,9/18/2024,6724567,0.028,188288,Paid
S000705,LST-00705,C024189,A3020,4/3/2024,12277971,0.028,343783,Paid
S000710,LST-00710,C010018,A3255,9/29/2024,17503914,0.028,490110,Paid
S000711,LST-00711,C015631,A1736,3/29/2024,5196182,0.028,145493,Paid
S000712,LST-00712,C048570,A0769,8/18/2024,6761574,0.028,189324,Paid
S000713,LST-00713,C039036,A0981,3/2/2024,4367107,0.028,122279,Paid
S000717,LST-00717,C032291,A1131,10/15/2024,13611850,0.028,381132,Paid
S000718,LST-00718,C002918,A2357,2/13/2024,12509406,0.022,275207,Paid
S000719,LST-00719,C021555,A0414,8/26/2024,15584344,0.027,420777,Paid
S000722,LST-00722,C015413,A0335,8/25/2024,6882345,0.028,192706,Paid
S000729,LST-00729,C041712,A2240,8/19/2024,20842931,0.027,562759,Paid
S000731,LST-00731,C031373,A1652,3/15/2024,5870998,0.028,164388,Paid
S000733,LST-00733,C015238,A1199,10/11/2024,5726083,0.028,160330,Paid
S000734,LST-00734,C047379,A3442,2/25/2024,15121184,0.028,423393,Paid
S000736,LST-00736,C013348,A0687,10/17/2024,7588221,0.028,212470,Paid
S000738,LST-00738,C029656,A3073,8/30/2024,6757848,0.028,189220,Paid
S000739,LST-00739,C023358,A1092,4/12/2024,4915211,0.028,137626,Paid
S000744,LST-00744,C006976,A2000,4/30/2024,6709426,0.028,187864,Paid
S000745,LST-00745,C043230,A1191,9/3/2024,15932408,0.028,446107,Paid
S000746,LST-00746,C005356,A1457,4/9/2024,19036556,0.022,418804,Paid
S000747,LST-00747,C003338,A2367,10/20/2024,6958985,0.028,194852,Paid
S000748,LST-00748,C019482,A1739,10/10/2024,13402177,0.028,375261,Paid
S000749,LST-00749,C012449,A2958,9/17/2024,11962526,0.028,334951,Paid
S000750,LST-00750,C004149,A0167,10/22/2024,6047434,0.028,169328,Paid
S000751,LST-00751,C043875,A1488,5/1/2024,8645672,0.035,302599,Paid
S000753,LST-00753,C007434,A1607,9/1/2024,6486807,0.022,142710,Paid
S000756,LST-00756,C045509,A1859,8/6/2024,16699868,0.028,467596,Paid
S000758,LST-00758,C014359,A2899,10/20/2024,7697436,0.028,215528,Paid
S000761,LST-00761,C046621,A0229,8/20/2024,11474218,0.028,321278,Paid
S000762,LST-00762,C022587,A1191,10/21/2024,6575156,0.023,151229,Paid
S000765,LST-00765,C023912,A0637,9/6/2024,5214671,0.028,146011,Paid
S000766,LST-00766,C015960,A0117,3/11/2024,31683377,0.022,697034,Paid
S000770,LST-00770,C012903,A2014,8/8/2024,4630192,0.028,129645,Paid
S000771,LST-00771,C025769,A2420,10/21/2024,11854988,0.028,331940,Paid
S000775,LST-00775,C018632,A1403,4/26/2024,6730439,0.028,188452,Paid
S000778,LST-00778,C010530,A0785,4/7/2024,4901326,0.022,107829,Paid
S000781,LST-00781,C005584,A0580,2/29/2024,8099502,0.027,218687,Paid
S000782,LST-00782,C014363,A3272,8/10/2024,10007880,0.028,280221,Paid
S000784,LST-00784,C028512,A2366,9/29/2024,6229260,0.028,174419,Paid
S000785,LST-00785,C032100,A1749,3/7/2024,25475406,0.028,713311,Paid
S000786,LST-00786,C007506,A2686,3/28/2024,16528062,0.027,446258,Paid
S000787,LST-00787,C037669,A2433,9/23/2024,9333115,0.028,261327,Paid
S000788,LST-00788,C018624,A2337,4/21/2024,7327809,0.028,205179,Paid
S000790,LST-00790,C004074,A1070,9/15/2024,5075279,0.028,142108,Paid
S000791,LST-00791,C035845,A2647,9/4/2024,40468926,0.027,1092661,Paid
S000793,LST-00793,C036520,A0822,3/24/2024,1195783,0.022,26307,Paid
S000794,LST-00794,C001538,A0506,9/19/2024,22199900,0.022,488398,Paid
S000795,LST-00795,C041157,A1722,3/21/2024,2284057,0.028,63954,Paid
S000796,LST-00796,C006974,A0326,9/14/2024,4332615,0.028,121313,Paid
S000797,LST-00797,C034034,A2046,10/14/2024,1219600,0.028,34149,Paid
S000798,LST-00798,C009265,A2779,10/5/2024,853109,0.028,23887,Paid
S000799,LST-00799,C024393,A0618,4/11/2024,1069600,0.028,29949,Paid
S000800,LST-00800,C014205,A2037,10/2/2024,6384138,0.028,178756,Paid
S000801,LST-00801,C043519,A3592,10/17/2024,8799407,0.028,246383,Paid
S000804,LST-00804,C010458,A1466,8/10/2024,50449343,0.022,1109886,Paid
S000805,LST-00805,C002720,A2994,8/27/2024,7541831,0.028,211171,Paid
S000806,LST-00806,C019107,A1953,9/13/2024,7541654,0.028,211166,Paid
S000807,LST-00807,C046270,A1934,9/7/2024,2188587,0.028,61280,Paid
S000808,LST-00808,C014502,A0805,7/29/2024,11067109,0.028,309879,Paid
S000812,LST-00812,C007119,A0261,3/18/2024,8267945,0.028,231502,Paid
S000813,LST-00813,C041118,A2298,4/14/2024,11324507,0.022,249139,Paid
S000814,LST-00814,C040339,A0565,3/26/2024,9479796,0.023,218035,Paid
S000817,LST-00817,C027627,A1583,8/6/2024,4407919,0.028,123422,Paid
S000821,LST-00821,C020149,A2404,9/15/2024,3867069,0.028,108278,Paid
S000822,LST-00822,C046673,A3156,10/13/2024,9749948,0.028,272999,Paid
S000824,LST-00824,C013369,A2583,10/30/2024,6334926,0.028,177378,Paid
S000825,LST-00825,C023261,A3565,2/26/2024,48355024,0.022,1063811,Paid
S000826,LST-00826,C029677,A0131,9/17/2024,55539504,0.022,1221869,Paid
S000827,LST-00827,C028394,A0152,9/2/2024,6808027,0.028,190625,Paid
S000828,LST-00828,C029026,A1588,8/20/2024,5238407,0.028,146675,Paid
S000829,LST-00829,C011831,A0001,9/5/2024,1501859,0.028,42052,Paid
S000830,LST-00830,C041635,A0344,10/23/2024,12912627,0.028,361554,Paid
S000838,LST-00838,C018496,A1062,8/27/2024,10334865,0.028,289376,Paid
S000840,LST-00840,C010828,A1966,4/2/2024,2520529,0.022,55452,Paid
S000842,LST-00842,C045234,A3613,9/9/2024,8887933,0.028,248862,Paid
S000843,LST-00843,C049633,A1618,10/5/2024,6650189,0.028,186205,Paid
S000844,LST-00844,C002631,A3609,10/3/2024,6070674,0.028,169979,Paid
S000845,LST-00845,C044732,A3368,2/14/2024,8946186,0.022,196816,Paid
S000850,LST-00850,C012917,A2640,10/5/2024,5811926,0.028,162734,Paid
S000852,LST-00852,C049371,A3346,3/5/2024,5175678,0.028,144919,Paid
S000853,LST-00853,C046399,A1304,3/18/2024,8843718,0.028,247624,Paid
S000855,LST-00855,C014977,A2400,1/28/2024,15228989,0.027,411183,Paid
S000856,LST-00856,C020426,A0965,10/31/2024,12623821,0.028,353467,Paid
S000858,LST-00858,C039884,A1301,2/10/2024,6743115,0.027,182064,Paid
S000862,LST-00862,C022110,A0692,8/31/2024,35733632,0.022,786140,Paid
S000863,LST-00863,C011820,A2277,10/23/2024,6868487,0.028,192318,Paid
S000864,LST-00864,C037461,A1086,9/1/2024,4927652,0.028,137974,Paid
S000867,LST-00867,C032118,A0611,10/6/2024,8729597,0.028,244429,Paid
S000870,LST-00870,C025849,A2157,2/20/2024,125740478,0.022,2766291,Paid
S000873,LST-00873,C016580,A0969,9/1/2024,1394119,0.028,39035,Paid
S000874,LST-00874,C022772,A3342,4/27/2024,15002519,0.025,375063,Paid
S000878,LST-00878,C015599,A2715,10/5/2024,6791617,0.028,190165,Paid
S000879,LST-00879,C042887,A3555,4/27/2024,28539183,0.022,627862,Paid
S000882,LST-00882,C029493,A0428,3/15/2024,6182987,0.028,173124,Paid
S000883,LST-00883,C047673,A0992,8/15/2024,5202735,0.028,145677,Paid
S000884,LST-00884,C043839,A2997,8/24/2024,5964709,0.028,167012,Paid
S000885,LST-00885,C022255,A3378,7/31/2024,5168780,0.028,144726,Paid
S000887,LST-00887,C013535,A2576,2/1/2024,7979366,0.028,223422,Paid
S000888,LST-00888,C000998,A1406,8/31/2024,8699646,0.028,243590,Paid
S000889,LST-00889,C024541,A2783,4/9/2024,5784519,0.028,161967,Paid
S000890,LST-00890,C048365,A1409,8/29/2024,16505532,0.028,462155,Paid
S000891,LST-00891,C021938,A1455,4/24/2024,10428812,0.022,229434,Paid
S000893,LST-00893,C046257,A0268,9/21/2024,10007552,0.028,280211,Paid
S000894,LST-00894,C009255,A3248,4/26/2024,6482756,0.028,181517,Paid
S000895,LST-00895,C024173,A1150,9/11/2024,5681190,0.028,159073,Paid
S000896,LST-00896,C033261,A0512,9/24/2024,6112206,0.028,171142,Paid
S000897,LST-00897,C001393,A3509,9/22/2024,10010073,0.028,280282,Paid
S000898,LST-00898,C028430,A1434,10/14/2024,4464495,0.028,125006,Paid
S000904,LST-00904,C031089,A2177,3/20/2024,33695407,0.025,842385,Paid
S000906,LST-00906,C014637,A2180,10/3/2024,4897300,0.028,137124,Paid
S000907,LST-00907,C023883,A1860,3/16/2024,3904347,0.028,109322,Paid
S000908,LST-00908,C016402,A3001,4/7/2024,29688621,0.027,801593,Paid
S000909,LST-00909,C030998,A0340,3/21/2024,9384314,0.028,262761,Paid
S000914,LST-00914,C016459,A1958,8/7/2024,7190959,0.028,201347,Paid
S000916,LST-00916,C002341,A1538,2/10/2024,26757533,0.022,588666,Paid
S000917,LST-00917,C042349,A1597,1/31/2024,17167459,0.022,377684,Paid
S000919,LST-00919,C023177,A0833,8/17/2024,7228324,0.028,202393,Paid
S000921,LST-00921,C008739,A0311,8/28/2024,24877990,0.027,671706,Paid
S000925,LST-00925,C025094,A3168,9/4/2024,6097035,0.028,170717,Paid
S000927,LST-00927,C029857,A2021,10/17/2024,4354994,0.028,121940,Paid
S000938,LST-00938,C005046,A2393,9/21/2024,6317339,0.028,176885,Paid
S000940,LST-00940,C003755,A0906,9/6/2024,7318507,0.028,204918,Paid
S000941,LST-00941,C021640,A1700,8/8/2024,36509765,0.025,912744,Paid
S000944,LST-00944,C000552,A2063,10/27/2024,350719522,0.022,7715829,Paid
S000945,LST-00945,C048507,A1629,9/22/2024,7098275,0.028,198752,Paid
S000947,LST-00947,C009887,A0126,10/27/2024,14263288,0.022,313792,Paid
S000948,LST-00948,C030968,A1303,3/9/2024,7776015,0.028,217728,Paid
S000949,LST-00949,C029172,A0664,9/23/2024,4023263,0.028,112651,Paid
S000952,LST-00952,C018755,A1887,8/14/2024,6718530,0.028,188119,Paid
S000953,LST-00953,C003699,A1842,8/29/2024,13469614,0.028,377149,Paid
S000955,LST-00955,C004373,A0677,10/3/2024,5078766,0.028,142205,Paid
S000957,LST-00957,C006374,A3168,8/20/2024,45803593,0.022,1007679,Paid
S000958,LST-00958,C001407,A0772,2/21/2024,127563990,0.022,2806408,Paid
S000961,LST-00961,C019949,A3573,8/9/2024,5711784,0.028,159930,Paid
S000962,LST-00962,C023356,A0797,3/19/2024,6435090,0.028,180183,Paid
S000965,LST-00965,C010281,A2794,8/17/2024,6499673,0.028,181991,Paid
S000966,LST-00966,C031222,A1382,10/14/2024,11437037,0.028,320237,Paid
S000967,LST-00967,C043728,A0039,3/29/2024,8063168,0.028,225769,Paid
S000972,LST-00972,C004404,A2947,9/17/2024,5760286,0.022,126726,Paid
S000977,LST-00977,C021007,A1553,2/26/2024,6812092,0.028,190739,Paid
S000979,LST-00979,C032259,A3150,8/13/2024,7477177,0.028,209361,Paid
S000980,LST-00980,C024855,A1115,4/15/2024,6450469,0.028,180613,Paid
S000981,LST-00981,C023504,A3181,2/9/2024,22987192,0.025,574680,Paid
S000982,LST-00982,C005405,A2691,10/24/2024,6277447,0.028,175769,Paid
S000983,LST-00983,C008385,A0822,10/18/2024,14452776,0.022,317961,Paid
S000986,LST-00986,C007517,A1856,10/11/2024,18944493,0.022,416779,Paid
S000987,LST-00987,C020190,A3458,4/18/2024,9763319,0.028,273373,Paid
S000991,LST-00991,C022593,A0520,4/23/2024,11143169,0.023,256293,Paid
S000992,LST-00992,C005266,A3126,9/1/2024,6052237,0.028,169463,Paid
S000994,LST-00994,C027356,A2626,8/3/2024,11300093,0.023,259902,Paid
S000995,LST-00995,C008758,A0877,3/11/2024,5558631,0.028,155642,Paid
S000996,LST-00996,C027478,A2974,3/22/2024,18869057,0.028,528334,Paid
S000997,LST-00997,C016162,A0391,10/27/2024,17052577,0.027,460420,Paid
S001000,LST-01000,C004594,A2801,9/7/2024,5120855,0.027,138263,Paid
S001001,LST-01001,C002860,A0435,2/23/2024,29808295,0.022,655782,Paid
S001002,LST-01002,C009679,A1730,10/15/2024,9158249,0.028,256431,Paid
S001004,LST-01004,C047435,A2149,8/21/2024,11604604,0.028,324929,Paid
S001005,LST-01005,C018507,A0396,8/26/2024,17450420,0.028,488612,Paid
S001007,LST-01007,C021598,A3312,7/26/2024,48625797,0.022,1069768,Paid
S001010,LST-01010,C031712,A1914,9/8/2024,36822898,0.025,920572,Paid
S001011,LST-01011,C014542,A0450,9/15/2024,11630529,0.028,325655,Paid
S001012,LST-01012,C013857,A0790,3/4/2024,6312397,0.028,176747,Paid
S001013,LST-01013,C029423,A0845,4/12/2024,5113004,0.028,143164,Paid
S001015,LST-01015,C020506,A0916,9/24/2024,37424708,0.022,823344,Paid
S001016,LST-01016,C037023,A1825,10/8/2024,26593928,0.027,718036,Paid
S001018,LST-01018,C009113,A0406,8/6/2024,5539714,0.028,155112,Paid
S001020,LST-01020,C006106,A0333,4/12/2024,5448852,0.028,152568,Paid
S001021,LST-01021,C043950,A0126,10/6/2024,7981932,0.028,223494,Paid
S001022,LST-01022,C005990,A0048,9/4/2024,7789565,0.028,218108,Paid
S001027,LST-01027,C018252,A0863,4/30/2024,6147065,0.028,172118,Paid
S001028,LST-01028,C022571,A1796,9/28/2024,29435987,0.022,647592,Paid
S001036,LST-01036,C020275,A2962,9/19/2024,5606871,0.028,156992,Paid
S001037,LST-01037,C044263,A2344,9/29/2024,8180862,0.028,229064,Paid
S001040,LST-01040,C002236,A0123,3/2/2024,21401769,0.022,470839,Paid
S001044,LST-01044,C034154,A0203,9/27/2024,22737015,0.022,500214,Paid
S001046,LST-01046,C008093,A3460,11/1/2024,6223183,0.028,174249,Paid
S001050,LST-01050,C020864,A1872,4/18/2024,30229104,0.025,755728,Paid
S001051,LST-01051,C020469,A1409,9/27/2024,1727384,0.028,48367,Paid
S001053,LST-01053,C017995,A0997,8/4/2024,39627984,0.025,990700,Paid
S001056,LST-01056,C008536,A0657,10/17/2024,10350448,0.028,289813,Paid
S001057,LST-01057,C032362,A0079,1/25/2024,15413488,0.027,416164,Paid
S001059,LST-01059,C022397,A3479,4/16/2024,24512506,0.027,661838,Paid
S001060,LST-01060,C045538,A3402,4/24/2024,6492000,0.028,181776,Paid
S001063,LST-01063,C036922,A1042,6/24/2024,6456160,0.028,180772,Paid
S001066,LST-01066,C035330,A0639,8/3/2024,5193657,0.028,145422,Paid
S001067,LST-01067,C032201,A3340,2/27/2024,44526227,0.025,1113156,Paid
S001072,LST-01072,C048722,A1359,2/29/2024,6677711,0.028,186976,Paid
S001076,LST-01076,C022017,A3162,9/26/2024,9076758,0.022,199689,Paid
S001077,LST-01077,C020534,A2765,9/12/2024,4865278,0.028,136228,Paid
S001081,LST-01081,C031824,A3594,10/22/2024,14162707,0.028,396556,Paid
S001082,LST-01082,C024359,A2220,3/28/2024,31630795,0.027,854031,Paid
S001084,LST-01084,C049028,A1102,3/3/2024,18639119,0.028,521895,Paid
S001085,LST-01085,C021799,A2507,9/15/2024,11251572,0.022,247535,Paid
S001088,LST-01088,C046875,A0517,10/4/2024,7864791,0.028,220214,Paid
S001091,LST-01091,C022279,A0836,10/4/2024,6850667,0.028,191819,Paid
S001092,LST-01092,C003837,A3569,7/31/2024,9176276,0.028,256936,Paid
S001096,LST-01096,C020479,A3256,10/7/2024,17354330,0.022,381795,Paid
S001098,LST-01098,C036001,A0586,8/24/2024,6180070,0.028,173042,Paid
S001099,LST-01099,C039265,A2667,9/6/2024,10587960,0.028,296463,Paid
S001102,LST-01102,C038180,A0112,10/5/2024,7222582,0.028,202232,Paid
S001104,LST-01104,C007646,A1078,10/21/2024,21814353,0.028,610802,Paid
S001105,LST-01105,C002315,A0875,8/14/2024,4237251,0.022,93220,Paid
S001106,LST-01106,C008425,A3028,9/27/2024,5070202,0.028,141966,Paid
S001110,LST-01110,C003145,A1128,10/25/2024,6105674,0.028,170959,Paid
S001111,LST-01111,C023599,A2686,9/15/2024,6221497,0.028,174202,Paid
S001114,LST-01114,C036617,A3172,3/16/2024,13450327,0.028,376609,Paid
S001116,LST-01116,C040768,A0273,4/28/2024,33794510,0.022,743479,Paid
S001117,LST-01117,C018665,A0704,3/10/2024,16376378,0.028,458539,Paid
S001120,LST-01120,C005262,A0560,9/5/2024,5148927,0.028,144170,Paid
S001122,LST-01122,C021624,A2068,10/10/2024,15118473,0.027,408199,Paid
S001123,LST-01123,C003394,A1128,4/9/2024,17867304,0.022,393081,Paid
S001125,LST-01125,C033268,A0359,10/16/2024,7990736,0.028,223741,Paid
S001127,LST-01127,C011332,A1882,8/25/2024,4667280,0.028,130684,Paid
S001130,LST-01130,C002376,A2319,9/16/2024,4823168,0.028,135049,Paid
S001133,LST-01133,C029460,A2224,10/19/2024,4026412,0.028,112740,Paid
S001139,LST-01139,C008748,A1841,3/13/2024,13836428,0.028,387420,Paid
S001140,LST-01140,C004261,A0865,9/9/2024,6898374,0.028,193154,Paid
S001142,LST-01142,C012157,A2230,9/12/2024,6749495,0.028,188986,Paid
S001144,LST-01144,C024752,A3363,9/2/2024,4219854,0.028,118156,Paid
S001145,LST-01145,C038986,A0178,9/23/2024,18616804,0.028,521271,Paid
S001149,LST-01149,C048121,A0404,10/18/2024,5789484,0.028,162106,Paid
S001151,LST-01151,C025521,A1975,4/14/2024,5548676,0.028,155363,Paid
S001152,LST-01152,C025002,A0573,4/25/2024,260547939,0.022,5732055,Paid
S001153,LST-01153,C035576,A1250,8/1/2024,5950553,0.028,166615,Paid
S001154,LST-01154,C012097,A2694,10/17/2024,4064555,0.028,113808,Paid
S001155,LST-01155,C032225,A2029,10/23/2024,14961166,0.028,418913,Paid
S001156,LST-01156,C045342,A1542,10/26/2024,7963200,0.028,222970,Paid
S001157,LST-01157,C010382,A0801,2/12/2024,9064736,0.028,253813,Paid
S001158,LST-01158,C022293,A0036,10/4/2024,19297368,0.022,424542,Paid
S001159,LST-01159,C000755,A3394,8/19/2024,7990783,0.028,223742,Paid
S001162,LST-01162,C020913,A1085,4/15/2024,25811571,0.027,696912,Paid
S001163,LST-01163,C031372,A0376,4/15/2024,8284419,0.028,231964,Paid
S001167,LST-01167,C009690,A3443,4/21/2024,6532042,0.028,182897,Paid
S001171,LST-01171,C034395,A3239,3/18/2024,30743360,0.022,676354,Paid
S001177,LST-01177,C011609,A2705,3/5/2024,12997594,0.028,363933,Paid
S001181,LST-01181,C031019,A1041,9/17/2024,32298382,0.025,807460,Paid
S001182,LST-01182,C040754,A2038,10/5/2024,27246952,0.022,599433,Paid
S001183,LST-01183,C021884,A1410,9/14/2024,2022972,0.028,56643,Paid
S001184,LST-01184,C027767,A1568,5/1/2024,16308699,0.027,440335,Paid
S001193,LST-01193,C006429,A1917,9/11/2024,2325961,0.028,65127,Paid
S001195,LST-01195,C035547,A3010,10/16/2024,9744897,0.028,272857,Paid
S001198,LST-01198,C045491,A0045,8/24/2024,6323915,0.028,177070,Paid
S001199,LST-01199,C030049,A3334,8/29/2024,10783933,0.027,291166,Paid
S001202,LST-01202,C033689,A2356,3/11/2024,5629790,0.022,123855,Paid
S001203,LST-01203,C026933,A2086,3/2/2024,49367555,0.022,1086086,Paid
S001206,LST-01206,C012946,A1492,9/2/2024,20719636,0.022,455832,Paid
S001207,LST-01207,C003127,A0092,9/14/2024,5167690,0.028,144695,Paid
S001209,LST-01209,C006489,A1569,10/18/2024,10553906,0.022,232186,Paid
S001212,LST-01212,C012833,A0203,4/26/2024,5845318,0.028,163669,Paid
S001213,LST-01213,C006815,A3472,9/1/2024,9591250,0.028,268555,Paid
S001214,LST-01214,C022560,A2459,10/27/2024,12053947,0.028,337511,Paid
S001217,LST-01217,C015701,A1184,10/13/2024,3487514,0.028,97650,Paid
S001218,LST-01218,C042434,A1567,8/28/2024,6568378,0.035,229893,Paid
S001219,LST-01219,C036924,A2509,9/19/2024,46517897,0.022,1023394,Paid
S001221,LST-01221,C041072,A3456,10/5/2024,5592068,0.028,156578,Paid
S001226,LST-01226,C038869,A1768,4/9/2024,21052231,0.022,463149,Paid
S001231,LST-01231,C015559,A3184,10/20/2024,5895553,0.028,165075,Paid
S001234,LST-01234,C039487,A0946,10/13/2024,7577392,0.028,212167,Paid
S001237,LST-01237,C045481,A1310,8/24/2024,5070989,0.028,141988,Paid
S001239,LST-01239,C025520,A3561,8/20/2024,4684577,0.028,131168,Paid
S001243,LST-01243,C011353,A2696,8/4/2024,93784726,0.022,2063264,Paid
S001244,LST-01244,C007527,A1967,3/12/2024,14623509,0.022,321717,Paid
S001245,LST-01245,C012818,A1030,10/23/2024,6824151,0.028,191076,Paid
S001246,LST-01246,C031805,A3047,4/14/2024,6730331,0.028,188449,Paid
S001247,LST-01247,C008091,A0399,10/4/2024,25466070,0.027,687584,Paid
S001248,LST-01248,C022408,A2373,9/27/2024,10622418,0.028,297428,Paid
S001249,LST-01249,C019164,A1183,4/24/2024,5974634,0.028,167290,Paid
S001251,LST-01251,C046233,A0635,9/17/2024,12965483,0.028,363034,Paid
S001252,LST-01252,C043412,A2290,10/5/2024,6487748,0.028,181657,Paid
S001258,LST-01258,C004135,A0852,9/29/2024,5229087,0.028,146414,Paid
S001259,LST-01259,C011016,A2795,4/26/2024,9489895,0.022,208778,Paid
S001261,LST-01261,C015159,A0394,9/29/2024,20759535,0.028,581267,Paid
S001262,LST-01262,C000836,A2088,8/13/2024,11649733,0.028,326193,Paid
S001264,LST-01264,C000685,A0152,10/15/2024,1267819,0.028,35499,Paid
S001265,LST-01265,C044821,A2053,8/19/2024,8890087,0.028,248922,Paid
S001267,LST-01267,C046678,A0998,8/22/2024,7640815,0.028,213943,Paid
